Plan_ID,Issuer_ID,State,Issuer_Name,Plan_Type,Metal_Level,Exchange_Type,Individual/SHOP,ML_Anomaly_Score,ML_Anomaly_Severity,Evidence_Count,Evidence_Severity,Evidence_Types,Evidence_Features,Evidence_Details,Evidence_Summary
77264NC0010045,77264,NC,Ambetter of North Carolina Inc.,HMO,Silver,FFE,Individual,0.0191129434875053,HIGH,1,MEDIUM,"{""MISSINGNESS"": 1}","[""Total_Important_Missing_Count""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""2 important data fields are missing or unavailable."", ""value"": 2.0}]",2 important data fields are missing or unavailable.
79222SC0010032,79222,SC,"Absolute Total Care, Inc",HMO,Silver,FFE,Individual,0.0058901461898046,HIGH,1,MEDIUM,"{""MISSINGNESS"": 1}","[""Total_Important_Missing_Count""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""2 important data fields are missing or unavailable."", ""value"": 2.0}]",2 important data fields are missing or unavailable.
85533AZ0020002,85533,AZ,"Imperial Insurance Companies, Inc.",HMO,Gold,FFE,Individual,0.0157590923373506,HIGH,2,MEDIUM,"{""MISSINGNESS"": 2}","[""Total_Important_Missing_Count"", ""Important_Missing_Rate""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""9 important data fields are missing or unavailable."", ""value"": 9.0}, {""type"": ""MISSINGNESS"", ""feature"": ""Important_Missing_Rate"", ""message"": ""Important missingness rate is 32.1%."", ""value"": 0.3214285714285714}]",9 important data fields are missing or unavailable. Important missingness rate is 32.1%.
87226TX0060011,87226,TX,Superior Health Plan,HMO,Silver,FFE,Individual,0.0166296884294754,HIGH,1,MEDIUM,"{""MISSINGNESS"": 1}","[""Total_Important_Missing_Count""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""1 important data fields are missing or unavailable."", ""value"": 1.0}]",1 important data fields are missing or unavailable.
87226TX0100011,87226,TX,Superior Health Plan,HMO,Silver,FFE,Individual,0.0206566037207873,HIGH,0,LOW,{},[],[],
87571OK0350171,87571,OK,Blue Cross Blue Shield of Oklahoma,PPO,Gold,FFE,Individual,0.003621324826324,HIGH,2,MEDIUM,"{""MISSINGNESS"": 2}","[""Total_Important_Missing_Count"", ""Important_Missing_Rate""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""12 important data fields are missing or unavailable."", ""value"": 12.0}, {""type"": ""MISSINGNESS"", ""feature"": ""Important_Missing_Rate"", ""message"": ""Important missingness rate is 42.9%."", ""value"": 0.4285714285714285}]",12 important data fields are missing or unavailable. Important missingness rate is 42.9%.
87571OK0350204,87571,OK,Blue Cross Blue Shield of Oklahoma,PPO,Catastrophic,FFE,Individual,0.0032841688390687,HIGH,3,HIGH,"{""MISSINGNESS"": 2, ""EXTREME_HIGH"": 1}","[""Total_Important_Missing_Count"", ""Important_Missing_Rate"", ""Services_Excluded_Denial_Rate""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""12 important data fields are missing or unavailable."", ""value"": 12.0}, {""type"": ""MISSINGNESS"", ""feature"": ""Important_Missing_Rate"", ""message"": ""Important missingness rate is 42.9%."", ""value"": 0.4285714285714285}, {""type"": ""EXTREME_HIGH"", ""feature"": ""Services_Excluded_Denial_Rate"", ""message"": ""Services Excluded Denial Rate = 1.000, above the dataset 99th percentile (0.8640)."", ""value"": 1.0, ""threshold"": 0.8640388588074182}]","12 important data fields are missing or unavailable. Important missingness rate is 42.9%. Services Excluded Denial Rate = 1.000, above the dataset 99th percentile (0.8640)."
90714MS0010064,90714,MS,Ambetter of Magnolia Inc.,HMO,Silver,FFE,Individual,0.034295821286636,HIGH,0,LOW,{},[],[],
91908OK0010011,91908,OK,Oscar Insurance Company,PPO,Catastrophic,FFE,Individual,0.0001905643966311,HIGH,2,MEDIUM,"{""MISSINGNESS"": 2}","[""Total_Important_Missing_Count"", ""Important_Missing_Rate""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""7 important data fields are missing or unavailable."", ""value"": 7.0}, {""type"": ""MISSINGNESS"", ""feature"": ""Important_Missing_Rate"", ""message"": ""Important missingness rate is 25.0%."", ""value"": 0.25}]",7 important data fields are missing or unavailable. Important missingness rate is 25.0%.
94529WI0240019,94529,WI,Group Health Cooperative of South Central Wisconsin,HMO,Bronze,FFE,Individual,0.0386615629072959,HIGH,2,MEDIUM,"{""MISSINGNESS"": 2}","[""Total_Important_Missing_Count"", ""Important_Missing_Rate""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""10 important data fields are missing or unavailable."", ""value"": 10.0}, {""type"": ""MISSINGNESS"", ""feature"": ""Important_Missing_Rate"", ""message"": ""Important missingness rate is 35.7%."", ""value"": 0.3571428571428571}]",10 important data fields are missing or unavailable. Important missingness rate is 35.7%.
94529WI0240054,94529,WI,Group Health Cooperative of South Central Wisconsin,HMO,Platinum,FFE,Individual,0.0004337275156897,HIGH,3,HIGH,"{""MISSINGNESS"": 2, ""DATA_QUALITY_FLAG"": 1}","[""Total_Important_Missing_Count"", ""Important_Missing_Rate"", ""Other_Denial_Rate_Invalid_Flag""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""8 important data fields are missing or unavailable."", ""value"": 8.0}, {""type"": ""MISSINGNESS"", ""feature"": ""Important_Missing_Rate"", ""message"": ""Important missingness rate is 28.6%."", ""value"": 0.2857142857142857}, {""type"": ""DATA_QUALITY_FLAG"", ""feature"": ""Other_Denial_Rate_Invalid_Flag"", ""message"": ""Other Denial Rate contains an invalid raw value."", ""value"": 1}]",8 important data fields are missing or unavailable. Important missingness rate is 28.6%. Other Denial Rate contains an invalid raw value.
94529WI0240057,94529,WI,Group Health Cooperative of South Central Wisconsin,HMO,Silver,FFE,Individual,0.0061997481689457,HIGH,3,HIGH,"{""MISSINGNESS"": 2, ""EXTREME_HIGH"": 1}","[""Total_Important_Missing_Count"", ""Important_Missing_Rate"", ""Other_Denial_Rate""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""7 important data fields are missing or unavailable."", ""value"": 7.0}, {""type"": ""MISSINGNESS"", ""feature"": ""Important_Missing_Rate"", ""message"": ""Important missingness rate is 25.0%."", ""value"": 0.25}, {""type"": ""EXTREME_HIGH"", ""feature"": ""Other_Denial_Rate"", ""message"": ""Other Denial Rate = 0.9710, above the dataset 99th percentile (0.9331)."", ""value"": 0.9710144927536232, ""threshold"": 0.9330645446507517}]","7 important data fields are missing or unavailable. Important missingness rate is 25.0%. Other Denial Rate = 0.9710, above the dataset 99th percentile (0.9331)."
94529WI0240074,94529,WI,Group Health Cooperative of South Central Wisconsin,HMO,Silver,FFE,Individual,0.0537897319826665,HIGH,3,HIGH,"{""MISSINGNESS"": 2, ""DATA_QUALITY_FLAG"": 1}","[""Total_Important_Missing_Count"", ""Important_Missing_Rate"", ""Other_Denial_Rate_Invalid_Flag""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""11 important data fields are missing or unavailable."", ""value"": 11.0}, {""type"": ""MISSINGNESS"", ""feature"": ""Important_Missing_Rate"", ""message"": ""Important missingness rate is 39.3%."", ""value"": 0.3928571428571428}, {""type"": ""DATA_QUALITY_FLAG"", ""feature"": ""Other_Denial_Rate_Invalid_Flag"", ""message"": ""Other Denial Rate contains an invalid raw value."", ""value"": 1}]",11 important data fields are missing or unavailable. Important missingness rate is 39.3%. Other Denial Rate contains an invalid raw value.
94529WI0240075,94529,WI,Group Health Cooperative of South Central Wisconsin,HMO,Bronze,FFE,Individual,0.0047030488563625,HIGH,3,HIGH,"{""MISSINGNESS"": 2, ""DATA_QUALITY_FLAG"": 1}","[""Total_Important_Missing_Count"", ""Important_Missing_Rate"", ""Other_Denial_Rate_Invalid_Flag""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""8 important data fields are missing or unavailable."", ""value"": 8.0}, {""type"": ""MISSINGNESS"", ""feature"": ""Important_Missing_Rate"", ""message"": ""Important missingness rate is 28.6%."", ""value"": 0.2857142857142857}, {""type"": ""DATA_QUALITY_FLAG"", ""feature"": ""Other_Denial_Rate_Invalid_Flag"", ""message"": ""Other Denial Rate contains an invalid raw value."", ""value"": 1}]",8 important data fields are missing or unavailable. Important missingness rate is 28.6%. Other Denial Rate contains an invalid raw value.
94529WI0240077,94529,WI,Group Health Cooperative of South Central Wisconsin,HMO,Platinum,FFE,Individual,0.0206484999328332,HIGH,3,HIGH,"{""MISSINGNESS"": 2, ""DATA_QUALITY_FLAG"": 1}","[""Total_Important_Missing_Count"", ""Important_Missing_Rate"", ""Other_Denial_Rate_Invalid_Flag""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""9 important data fields are missing or unavailable."", ""value"": 9.0}, {""type"": ""MISSINGNESS"", ""feature"": ""Important_Missing_Rate"", ""message"": ""Important missingness rate is 32.1%."", ""value"": 0.3214285714285714}, {""type"": ""DATA_QUALITY_FLAG"", ""feature"": ""Other_Denial_Rate_Invalid_Flag"", ""message"": ""Other Denial Rate contains an invalid raw value."", ""value"": 1}]",9 important data fields are missing or unavailable. Important missingness rate is 32.1%. Other Denial Rate contains an invalid raw value.
94529WI0240079,94529,WI,Group Health Cooperative of South Central Wisconsin,HMO,Silver,FFE,Individual,0.0297740814552639,HIGH,3,HIGH,"{""MISSINGNESS"": 2, ""DATA_QUALITY_FLAG"": 1}","[""Total_Important_Missing_Count"", ""Important_Missing_Rate"", ""Other_Denial_Rate_Invalid_Flag""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""10 important data fields are missing or unavailable."", ""value"": 10.0}, {""type"": ""MISSINGNESS"", ""feature"": ""Important_Missing_Rate"", ""message"": ""Important missingness rate is 35.7%."", ""value"": 0.3571428571428571}, {""type"": ""DATA_QUALITY_FLAG"", ""feature"": ""Other_Denial_Rate_Invalid_Flag"", ""message"": ""Other Denial Rate contains an invalid raw value."", ""value"": 1}]",10 important data fields are missing or unavailable. Important missingness rate is 35.7%. Other Denial Rate contains an invalid raw value.
94529WI0240083,94529,WI,Group Health Cooperative of South Central Wisconsin,HMO,Bronze,FFE,Individual,0.0313098663409399,HIGH,3,HIGH,"{""MISSINGNESS"": 2, ""DATA_QUALITY_FLAG"": 1}","[""Total_Important_Missing_Count"", ""Important_Missing_Rate"", ""Other_Denial_Rate_Invalid_Flag""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""10 important data fields are missing or unavailable."", ""value"": 10.0}, {""type"": ""MISSINGNESS"", ""feature"": ""Important_Missing_Rate"", ""message"": ""Important missingness rate is 35.7%."", ""value"": 0.3571428571428571}, {""type"": ""DATA_QUALITY_FLAG"", ""feature"": ""Other_Denial_Rate_Invalid_Flag"", ""message"": ""Other Denial Rate contains an invalid raw value."", ""value"": 1}]",10 important data fields are missing or unavailable. Important missingness rate is 35.7%. Other Denial Rate contains an invalid raw value.
98113UT0010001,98113,UT,"Imperial Health Plan of the Southwest, Inc.",HMO,Bronze,SPE,Individual,0.0595530034270962,HIGH,2,MEDIUM,"{""MISSINGNESS"": 2}","[""Total_Important_Missing_Count"", ""Important_Missing_Rate""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""9 important data fields are missing or unavailable."", ""value"": 9.0}, {""type"": ""MISSINGNESS"", ""feature"": ""Important_Missing_Rate"", ""message"": ""Important missingness rate is 32.1%."", ""value"": 0.3214285714285714}]",9 important data fields are missing or unavailable. Important missingness rate is 32.1%.
98113UT0010002,98113,UT,"Imperial Health Plan of the Southwest, Inc.",HMO,Silver,SPE,Individual,0.0704253178139148,HIGH,2,MEDIUM,"{""MISSINGNESS"": 2}","[""Total_Important_Missing_Count"", ""Important_Missing_Rate""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""10 important data fields are missing or unavailable."", ""value"": 10.0}, {""type"": ""MISSINGNESS"", ""feature"": ""Important_Missing_Rate"", ""message"": ""Important missingness rate is 35.7%."", ""value"": 0.3571428571428571}]",10 important data fields are missing or unavailable. Important missingness rate is 35.7%.
98113UT0010003,98113,UT,"Imperial Health Plan of the Southwest, Inc.",HMO,Gold,SPE,Individual,0.0504381128213702,HIGH,2,MEDIUM,"{""MISSINGNESS"": 2}","[""Total_Important_Missing_Count"", ""Important_Missing_Rate""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""9 important data fields are missing or unavailable."", ""value"": 9.0}, {""type"": ""MISSINGNESS"", ""feature"": ""Important_Missing_Rate"", ""message"": ""Important missingness rate is 32.1%."", ""value"": 0.3214285714285714}]",9 important data fields are missing or unavailable. Important missingness rate is 32.1%.
98113UT0020001,98113,UT,"Imperial Health Plan of the Southwest, Inc.",HMO,Silver,SPE,Individual,0.0549359490556777,HIGH,2,MEDIUM,"{""MISSINGNESS"": 2}","[""Total_Important_Missing_Count"", ""Important_Missing_Rate""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""10 important data fields are missing or unavailable."", ""value"": 10.0}, {""type"": ""MISSINGNESS"", ""feature"": ""Important_Missing_Rate"", ""message"": ""Important missingness rate is 35.7%."", ""value"": 0.3571428571428571}]",10 important data fields are missing or unavailable. Important missingness rate is 35.7%.
98113UT0020002,98113,UT,"Imperial Health Plan of the Southwest, Inc.",HMO,Gold,SPE,Individual,0.0725191219353257,HIGH,2,MEDIUM,"{""MISSINGNESS"": 2}","[""Total_Important_Missing_Count"", ""Important_Missing_Rate""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""12 important data fields are missing or unavailable."", ""value"": 12.0}, {""type"": ""MISSINGNESS"", ""feature"": ""Important_Missing_Rate"", ""message"": ""Important missingness rate is 42.9%."", ""value"": 0.4285714285714285}]",12 important data fields are missing or unavailable. Important missingness rate is 42.9%.
99723MO0090070,99723,MO,Celtic Insurance Company,EPO,Silver,FFE,Individual,0.0274456794966378,HIGH,1,MEDIUM,"{""MISSINGNESS"": 1}","[""Total_Important_Missing_Count""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""1 important data fields are missing or unavailable."", ""value"": 1.0}]",1 important data fields are missing or unavailable.
10046HI0020003,10046,HI,BEST Life and Health Insurance Company,PPO,High,SPE,Individual,0.0806583371021454,HIGH,2,MEDIUM,"{""MISSINGNESS"": 2}","[""Total_Important_Missing_Count"", ""Important_Missing_Rate""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""11 important data fields are missing or unavailable."", ""value"": 11.0}, {""type"": ""MISSINGNESS"", ""feature"": ""Important_Missing_Rate"", ""message"": ""Important missingness rate is 39.3%."", ""value"": 0.3928571428571428}]",11 important data fields are missing or unavailable. Important missingness rate is 39.3%.
10046HI0020006,10046,HI,BEST Life and Health Insurance Company,PPO,Low,SPE,Individual,0.0696981796648679,HIGH,2,MEDIUM,"{""MISSINGNESS"": 2}","[""Total_Important_Missing_Count"", ""Important_Missing_Rate""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""8 important data fields are missing or unavailable."", ""value"": 8.0}, {""type"": ""MISSINGNESS"", ""feature"": ""Important_Missing_Rate"", ""message"": ""Important missingness rate is 28.6%."", ""value"": 0.2857142857142857}]",8 important data fields are missing or unavailable. Important missingness rate is 28.6%.
10046HI0020007,10046,HI,BEST Life and Health Insurance Company,PPO,High,SPE,Individual,0.0928283067499731,HIGH,2,MEDIUM,"{""MISSINGNESS"": 2}","[""Total_Important_Missing_Count"", ""Important_Missing_Rate""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""13 important data fields are missing or unavailable."", ""value"": 13.0}, {""type"": ""MISSINGNESS"", ""feature"": ""Important_Missing_Rate"", ""message"": ""Important missingness rate is 46.4%."", ""value"": 0.4642857142857143}]",13 important data fields are missing or unavailable. Important missingness rate is 46.4%.
10046HI0020008,10046,HI,BEST Life and Health Insurance Company,PPO,Low,SPE,Individual,0.0696981796648679,HIGH,2,MEDIUM,"{""MISSINGNESS"": 2}","[""Total_Important_Missing_Count"", ""Important_Missing_Rate""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""8 important data fields are missing or unavailable."", ""value"": 8.0}, {""type"": ""MISSINGNESS"", ""feature"": ""Important_Missing_Rate"", ""message"": ""Important missingness rate is 28.6%."", ""value"": 0.2857142857142857}]",8 important data fields are missing or unavailable. Important missingness rate is 28.6%.
11324MS0020003,11324,MS,BEST Life and Health Insurance Company,PPO,High,FFE,Individual,0.0512277854748116,HIGH,4,HIGH,"{""MISSINGNESS"": 2, ""EXTREME_HIGH"": 2}","[""Total_Important_Missing_Count"", ""Important_Missing_Rate"", ""Issuer_In_Network_Denial_Rate"", ""Issuer_Overall_Denial_Rate""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""12 important data fields are missing or unavailable."", ""value"": 12.0}, {""type"": ""MISSINGNESS"", ""feature"": ""Important_Missing_Rate"", ""message"": ""Important missingness rate is 42.9%."", ""value"": 0.4285714285714285}, {""type"": ""EXTREME_HIGH"", ""feature"": ""Issuer_In_Network_Denial_Rate"", ""message"": ""Issuer In Network Denial Rate = 0.6190, above the dataset 99th percentile (0.5294)."", ""value"": 0.6190476190476191, ""threshold"": 0.5294117647058824}, {""type"": ""EXTREME_HIGH"", ""feature"": ""Issuer_Overall_Denial_Rate"", ""message"": ""Issuer Overall Denial Rate = 0.6190, above the dataset 99th percentile (0.5338)."", ""value"": 0.6190476190476191, ""threshold"": 0.5337690631808278}]","12 important data fields are missing or unavailable. Important missingness rate is 42.9%. Issuer In Network Denial Rate = 0.6190, above the dataset 99th percentile (0.5294). Issuer Overall Denial Rate = 0.6190, above the dataset 99th percentile (0.5338)."
11324MS0020006,11324,MS,BEST Life and Health Insurance Company,PPO,Low,FFE,Individual,0.0627010855043208,HIGH,4,HIGH,"{""MISSINGNESS"": 2, ""EXTREME_HIGH"": 2}","[""Total_Important_Missing_Count"", ""Important_Missing_Rate"", ""Issuer_In_Network_Denial_Rate"", ""Issuer_Overall_Denial_Rate""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""12 important data fields are missing or unavailable."", ""value"": 12.0}, {""type"": ""MISSINGNESS"", ""feature"": ""Important_Missing_Rate"", ""message"": ""Important missingness rate is 42.9%."", ""value"": 0.4285714285714285}, {""type"": ""EXTREME_HIGH"", ""feature"": ""Issuer_In_Network_Denial_Rate"", ""message"": ""Issuer In Network Denial Rate = 0.6190, above the dataset 99th percentile (0.5294)."", ""value"": 0.6190476190476191, ""threshold"": 0.5294117647058824}, {""type"": ""EXTREME_HIGH"", ""feature"": ""Issuer_Overall_Denial_Rate"", ""message"": ""Issuer Overall Denial Rate = 0.6190, above the dataset 99th percentile (0.5338)."", ""value"": 0.6190476190476191, ""threshold"": 0.5337690631808278}]","12 important data fields are missing or unavailable. Important missingness rate is 42.9%. Issuer In Network Denial Rate = 0.6190, above the dataset 99th percentile (0.5294). Issuer Overall Denial Rate = 0.6190, above the dataset 99th percentile (0.5338)."
11324MS0020007,11324,MS,BEST Life and Health Insurance Company,PPO,High,FFE,Individual,0.0388577390051539,HIGH,4,HIGH,"{""MISSINGNESS"": 2, ""EXTREME_HIGH"": 2}","[""Total_Important_Missing_Count"", ""Important_Missing_Rate"", ""Issuer_In_Network_Denial_Rate"", ""Issuer_Overall_Denial_Rate""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""8 important data fields are missing or unavailable."", ""value"": 8.0}, {""type"": ""MISSINGNESS"", ""feature"": ""Important_Missing_Rate"", ""message"": ""Important missingness rate is 28.6%."", ""value"": 0.2857142857142857}, {""type"": ""EXTREME_HIGH"", ""feature"": ""Issuer_In_Network_Denial_Rate"", ""message"": ""Issuer In Network Denial Rate = 0.6190, above the dataset 99th percentile (0.5294)."", ""value"": 0.6190476190476191, ""threshold"": 0.5294117647058824}, {""type"": ""EXTREME_HIGH"", ""feature"": ""Issuer_Overall_Denial_Rate"", ""message"": ""Issuer Overall Denial Rate = 0.6190, above the dataset 99th percentile (0.5338)."", ""value"": 0.6190476190476191, ""threshold"": 0.5337690631808278}]","8 important data fields are missing or unavailable. Important missingness rate is 28.6%. Issuer In Network Denial Rate = 0.6190, above the dataset 99th percentile (0.5294). Issuer Overall Denial Rate = 0.6190, above the dataset 99th percentile (0.5338)."
11324MS0020008,11324,MS,BEST Life and Health Insurance Company,PPO,Low,FFE,Individual,0.0459058727075621,HIGH,4,HIGH,"{""MISSINGNESS"": 2, ""EXTREME_HIGH"": 2}","[""Total_Important_Missing_Count"", ""Important_Missing_Rate"", ""Issuer_In_Network_Denial_Rate"", ""Issuer_Overall_Denial_Rate""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""10 important data fields are missing or unavailable."", ""value"": 10.0}, {""type"": ""MISSINGNESS"", ""feature"": ""Important_Missing_Rate"", ""message"": ""Important missingness rate is 35.7%."", ""value"": 0.3571428571428571}, {""type"": ""EXTREME_HIGH"", ""feature"": ""Issuer_In_Network_Denial_Rate"", ""message"": ""Issuer In Network Denial Rate = 0.6190, above the dataset 99th percentile (0.5294)."", ""value"": 0.6190476190476191, ""threshold"": 0.5294117647058824}, {""type"": ""EXTREME_HIGH"", ""feature"": ""Issuer_Overall_Denial_Rate"", ""message"": ""Issuer Overall Denial Rate = 0.6190, above the dataset 99th percentile (0.5338)."", ""value"": 0.6190476190476191, ""threshold"": 0.5337690631808278}]","10 important data fields are missing or unavailable. Important missingness rate is 35.7%. Issuer In Network Denial Rate = 0.6190, above the dataset 99th percentile (0.5294). Issuer Overall Denial Rate = 0.6190, above the dataset 99th percentile (0.5338)."
11339KS0010007,11339,KS,Dentegra Insurance Company,PPO,Low,SPE,Individual,0.0016067245847679,HIGH,1,MEDIUM,"{""MISSINGNESS"": 1}","[""Total_Important_Missing_Count""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""5 important data fields are missing or unavailable."", ""value"": 5.0}]",5 important data fields are missing or unavailable.
11339KS0010008,11339,KS,Dentegra Insurance Company,PPO,High,SPE,Individual,0.0037039302105118,HIGH,2,MEDIUM,"{""MISSINGNESS"": 2}","[""Total_Important_Missing_Count"", ""Important_Missing_Rate""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""7 important data fields are missing or unavailable."", ""value"": 7.0}, {""type"": ""MISSINGNESS"", ""feature"": ""Important_Missing_Rate"", ""message"": ""Important missingness rate is 25.0%."", ""value"": 0.25}]",7 important data fields are missing or unavailable. Important missingness rate is 25.0%.
11904LA0010011,11904,LA,"DentaQuest USA Insurance Company, Inc.",PPO,High,FFE,Individual,0.0510243176451442,HIGH,2,MEDIUM,"{""MISSINGNESS"": 2}","[""Total_Important_Missing_Count"", ""Important_Missing_Rate""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""8 important data fields are missing or unavailable."", ""value"": 8.0}, {""type"": ""MISSINGNESS"", ""feature"": ""Important_Missing_Rate"", ""message"": ""Important missingness rate is 28.6%."", ""value"": 0.2857142857142857}]",8 important data fields are missing or unavailable. Important missingness rate is 28.6%.
11904LA0010012,11904,LA,"DentaQuest USA Insurance Company, Inc.",PPO,High,FFE,Individual,0.0309577405287794,HIGH,2,MEDIUM,"{""MISSINGNESS"": 2}","[""Total_Important_Missing_Count"", ""Important_Missing_Rate""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""8 important data fields are missing or unavailable."", ""value"": 8.0}, {""type"": ""MISSINGNESS"", ""feature"": ""Important_Missing_Rate"", ""message"": ""Important missingness rate is 28.6%."", ""value"": 0.2857142857142857}]",8 important data fields are missing or unavailable. Important missingness rate is 28.6%.
11904LA0010013,11904,LA,"DentaQuest USA Insurance Company, Inc.",PPO,Low,FFE,Individual,0.0548528940913939,HIGH,2,MEDIUM,"{""MISSINGNESS"": 2}","[""Total_Important_Missing_Count"", ""Important_Missing_Rate""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""7 important data fields are missing or unavailable."", ""value"": 7.0}, {""type"": ""MISSINGNESS"", ""feature"": ""Important_Missing_Rate"", ""message"": ""Important missingness rate is 25.0%."", ""value"": 0.25}]",7 important data fields are missing or unavailable. Important missingness rate is 25.0%.
12538AL0020003,12538,AL,BEST Life and Health Insurance Company,PPO,High,FFE,Individual,0.1152770165063562,HIGH,2,MEDIUM,"{""MISSINGNESS"": 2}","[""Total_Important_Missing_Count"", ""Important_Missing_Rate""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""13 important data fields are missing or unavailable."", ""value"": 13.0}, {""type"": ""MISSINGNESS"", ""feature"": ""Important_Missing_Rate"", ""message"": ""Important missingness rate is 46.4%."", ""value"": 0.4642857142857143}]",13 important data fields are missing or unavailable. Important missingness rate is 46.4%.
12538AL0020006,12538,AL,BEST Life and Health Insurance Company,PPO,Low,FFE,Individual,0.10981587014389,HIGH,2,MEDIUM,"{""MISSINGNESS"": 2}","[""Total_Important_Missing_Count"", ""Important_Missing_Rate""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""10 important data fields are missing or unavailable."", ""value"": 10.0}, {""type"": ""MISSINGNESS"", ""feature"": ""Important_Missing_Rate"", ""message"": ""Important missingness rate is 35.7%."", ""value"": 0.3571428571428571}]",10 important data fields are missing or unavailable. Important missingness rate is 35.7%.
12538AL0020007,12538,AL,BEST Life and Health Insurance Company,PPO,High,FFE,Individual,0.1076767656935386,HIGH,2,MEDIUM,"{""MISSINGNESS"": 2}","[""Total_Important_Missing_Count"", ""Important_Missing_Rate""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""12 important data fields are missing or unavailable."", ""value"": 12.0}, {""type"": ""MISSINGNESS"", ""feature"": ""Important_Missing_Rate"", ""message"": ""Important missingness rate is 42.9%."", ""value"": 0.4285714285714285}]",12 important data fields are missing or unavailable. Important missingness rate is 42.9%.
12538AL0020008,12538,AL,BEST Life and Health Insurance Company,PPO,Low,FFE,Individual,0.1066442022655044,HIGH,2,MEDIUM,"{""MISSINGNESS"": 2}","[""Total_Important_Missing_Count"", ""Important_Missing_Rate""]","[{""type"": ""MISSINGNESS"", ""feature"": ""Total_Important_Missing_Count"", ""message"": ""11 important data fields are missing or unavailable."", ""value"": 11.0}, {""type"": ""MISSINGNESS"", ""feature"": ""Important_Missing_Rate"", ""message"": ""Important missingness rate is 39.3%."", ""value"": 0.3928571428571428}]",11 important data fields are missing or unavailable. Important missingness rate is 39.3%.
