Feature,Importance
numeric__Plan_Out_of_Network_Denial_Rate_Invalid_Flag,1.528843549370557e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95765&:refresh,1.4958866723498454e-05
categorical__Financial_Information_https://content.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95186&:refresh,1.287341218379765e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=83470&:refresh,1.2433049843077183e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95112&:refresh,1.1889152480064795e-05
categorical__State_WY,1.1753024016345208e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15329&:refresh,1.1381123417564119e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=17437&:refresh,1.077979212669646e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=55433&:refresh,1.0732021101920524e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54941&:refresh,1.0686409401877865e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12515&:refresh,1.0004146049415794e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12307&:refresh,9.873966655514113e-06
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=17514&:refresh,9.250299683111532e-06
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95206&:refresh,8.796656943700646e-06
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47570&:refresh,8.482142322155349e-06
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47155&:refresh,7.902766906727633e-06
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95125&:refresh,7.3631516003412525e-06
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47079&:refresh,7.047544440034581e-06
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96016&:refresh,6.350885868617907e-06
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95005&:refresh,6.1700008260750594e-06
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54933&:refresh,5.737174169559362e-06
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=17366&:refresh,5.482477941712903e-06
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95458&:refresh,4.893517376906992e-06
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=17508&:refresh,4.637282888476406e-06
categorical__Plan_Type_Indemnity,4.187541893770414e-06
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53287&:refresh,4.144292279691352e-06
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=98167&:refresh,4.008974905076069e-06
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=52556&:refresh,3.9884959757624714e-06
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95540&:refresh,3.741946051434984e-06
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=61700&:refresh,3.7409174465390704e-06
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=73288&:refresh,3.7285607755407e-06
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96687&:refresh,3.6238669752864868e-06
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96717&:refresh,3.5437431031020626e-06
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47091&:refresh,3.3085084207431226e-06
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95099&:refresh,2.044581049300744e-06
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53597&:refresh,2.005104557538446e-06
categorical__Financial_Information_https://WWW.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=92525&:refresh,1.1823380233327997e-06
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67369&:refresh,9.893487231892753e-07
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13128&:refresh,2.1874539965024495e-08
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54828&:refresh,1.0428350361982003e-08
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95831&:refresh,1.0142323710113844e-08
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=11256&:refresh,1.153221790106064e-16
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=17404&:refresh,8.300348494913305e-17
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95174&:refresh,6.823874575656424e-17
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=17613&:refresh,5.0760689148028093e-17
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16337&:refresh,4.9703613014894494e-17
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13726&:refresh,4.82750041347941e-17
categorical__Financial_Information_https://content.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=64246&:refresh,3.6735237578087056e-17
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13203&:refresh,3.458229882483009e-17
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95201&:refresh,3.364078885738731e-17
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=14933&:refresh,3.152882218636894e-17
categorical__Financial_Information_https://content.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95136&:refresh,2.9933596743096084e-17
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16499&:refresh,2.8965118066487194e-17
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54550&:refresh,2.6170718807763158e-17
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16202&:refresh,2.3045123006560867e-17
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15728&:refresh,2.2860297613181648e-17
categorical__State_WV,2.098598651714203e-17
numeric__Referral_Required_Denial_Rate_Invalid_Flag,1.0000247127447059e-17
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12959&:refresh,9.84448443652348e-18
categorical__State_AK,8.17379658678313e-18
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15648&:refresh,5.995257888087829e-18
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=70729&:refresh,5.002254488456854e-18
categorical__Financial_Information_https://content.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95839&:refresh,4.282303041034048e-18
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16892&:refresh,2.1632503620275237e-18
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16416&:refresh,1.033885625509802e-18
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=13148&:refresh,7.90484029364167e-19
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=14151&:refresh,3.143187053499543e-19
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12341&:refresh,2.8966634677351747e-19
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16348&:refresh,2.313672638524646e-19
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95531&:refresh,2.2967379743315393e-19
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12334&:refresh,1.1508052752358764e-19
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=55786&:refresh,9.014349767269506e-20
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95132&:refresh,4.8698838663771956e-20
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47098&:refresh,3.037302893843869e-20
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=10345&:refresh,2.359958230082926e-20
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=67636&:refresh,0.0
numeric__External_Overturned_Exceeds_Appeals,0.0
numeric__Issuer_In_Network_Resubmission_Rate_Invalid_Flag,0.0
numeric__Total_Appeal_to_Denial_Rate_Invalid_Flag,0.0
numeric__External_Appeal_to_Denial_Rate_Invalid_Flag,0.0
numeric__Internal_Appeal_to_Denial_Rate_Invalid_Flag,0.0
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95814&:refresh,0.0
numeric__Issuer_Overall_Resubmission_Rate_Invalid_Flag,0.0
numeric__Benefit_Limit_Denial_Rate_Invalid_Flag,0.0
numeric__Issuer_Out_of_Network_Resubmission_Rate_Invalid_Flag,0.0
numeric__Services_Excluded_Denial_Rate_Invalid_Flag,0.0
numeric__Issuer_Resubmitted_Exceeds_Received,0.0
numeric__Behavioral_Health_Medical_Necessity_Denial_Rate_Invalid_Flag,0.0
numeric__Medical_Necessity_Denial_Rate_Invalid_Flag,0.0
numeric__Plan_Resubmitted_Exceeds_Received,0.0
numeric__Issuer_Denied_Exceeds_Received,0.0
numeric__Plan_to_Issuer_Denied_Claim_Ratio_Invalid_Flag,0.0
numeric__Plan_Denied_Exceeds_Received,0.0
numeric__Issuer_In_Network_Denial_Rate_Invalid_Flag,0.0
numeric__Out_of_Network_Denial_Rate_Invalid_Flag,0.0
numeric__Plan_to_Issuer_Claim_Volume_Ratio_Invalid_Flag,0.0
numeric__Issuer_Overall_Denial_Rate_Invalid_Flag,0.0
numeric__Plan_Overall_Resubmission_Rate_Invalid_Flag,0.0
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95693&:refresh,0.0
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=76031&:refresh,0.0
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=73474&:refresh,0.0
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=81200&:refresh,0.0
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=78972&:refresh,0.0
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=77828&:refresh,0.0
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95378&:refresh,0.0
numeric__Plan_In_Network_Resubmission_Rate_Invalid_Flag,0.0
numeric__Plan_Out_of_Network_Resubmission_Rate_Invalid_Flag,0.0
numeric__Internal_Overturned_Exceeds_Appeals,0.0
numeric__Plan_In_Network_Denial_Rate_Invalid_Flag,0.0
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16610&:refresh,0.0
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15713&:refresh,0.0
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=14078&:refresh,0.0
numeric__Claims_Per_Enrollee_Invalid_Flag,0.0
numeric__Resubmitted_Claims_Per_Enrollee_Invalid_Flag,0.0
numeric__Denied_Claims_Per_Enrollee_Invalid_Flag,0.0
numeric__Investigational_Experimental_Cosmetic_Denial_Rate_Invalid_Flag,0.0
numeric__Member_Not_Covered_Denial_Rate_Invalid_Flag,0.0
categorical__Rate_Review_https://ratereview.healthcare.gov/,0.0
categorical__Financial_Information_https://content.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12515&:refresh,0.0
categorical__Financial_Information_https://content.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16374&:refresh,0.0
categorical__Financial_Information_https://content.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=17423&:refresh,0.0
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=10142&:refresh,0.0
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=11538&:refresh,0.0
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=11834&:refresh,0.0
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12168&:refresh,0.0
numeric__Disenrollment_Rate_Invalid_Flag,0.0
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54046&:refresh,0.0
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54291&:refresh,0.0
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47490&:refresh,0.0
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=17510&:refresh,0.0
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54003&:refresh,0.0
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95103&:refresh,0.0
numeric__Plan_Overall_Denial_Rate_Invalid_Flag,0.0
numeric__Plan_In_Network_Claim_Ratio_Invalid_Flag,0.0
numeric__Issuer_Out_of_Network_Claim_Ratio_Invalid_Flag,0.0
numeric__Issuer_In_Network_Claim_Ratio_Invalid_Flag,0.0
numeric__Plan_Out_of_Network_Claim_Ratio_Invalid_Flag,0.0
numeric__Overall_Appeal_Overturn_Rate_Invalid_Flag,0.0
numeric__External_Appeal_Overturn_Rate_Invalid_Flag,0.0
numeric__Internal_Appeal_Overturn_Rate_Invalid_Flag,0.0
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95642&:refresh,0.0
