Plan_ID,Issuer_ID,State,Issuer_Name,Plan_Type,Metal_Level,Exchange_Type,Individual/SHOP,Bayesian_Anomaly,Bayesian_Anomaly_Score,Bayesian_Anomaly_Probability,Bayesian_Threshold,Rule_Anomaly,Rule_Count,Rule_Name,Rule_Reason,Rule_Severity,Evidence_Count,Evidence_Severity,Evidence_Types,Evidence_Features,Evidence_Details,Evidence_Summary,Anomaly_Signal_Count,Anomaly_Signals,Final_Anomaly,Final_Severity
21333OK0070009,21333,OK,Medica Insurance Company,PPO,Bronze,FFE,Individual,0,35.25626345157129,0.0046003886774976,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
21333OK0070010,21333,OK,Medica Insurance Company,PPO,Catastrophic,FFE,Individual,0,35.25626345157129,0.0046003886774976,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
21525FL0010001,21525,FL,Oscar Health Maintenance Organization of Florida,HMO,Bronze,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
21525FL0010002,21525,FL,Oscar Health Maintenance Organization of Florida,HMO,Bronze,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
21525FL0010004,21525,FL,Oscar Health Maintenance Organization of Florida,HMO,Bronze,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
21525FL0010005,21525,FL,Oscar Health Maintenance Organization of Florida,HMO,Bronze,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
21525FL0010006,21525,FL,Oscar Health Maintenance Organization of Florida,HMO,Bronze,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
21525FL0010007,21525,FL,Oscar Health Maintenance Organization of Florida,HMO,Bronze,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
21525FL0010008,21525,FL,Oscar Health Maintenance Organization of Florida,HMO,Bronze,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
21525FL0010009,21525,FL,Oscar Health Maintenance Organization of Florida,HMO,Silver,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
21525FL0010010,21525,FL,Oscar Health Maintenance Organization of Florida,HMO,Silver,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
21525FL0010012,21525,FL,Oscar Health Maintenance Organization of Florida,HMO,Silver,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
21525FL0010013,21525,FL,Oscar Health Maintenance Organization of Florida,HMO,Silver,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
21525FL0010014,21525,FL,Oscar Health Maintenance Organization of Florida,HMO,Silver,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
21525FL0010015,21525,FL,Oscar Health Maintenance Organization of Florida,HMO,Silver,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
21525FL0010016,21525,FL,Oscar Health Maintenance Organization of Florida,HMO,Silver,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
21525FL0010017,21525,FL,Oscar Health Maintenance Organization of Florida,HMO,Silver,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
21525FL0010019,21525,FL,Oscar Health Maintenance Organization of Florida,HMO,Gold,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
21525FL0010020,21525,FL,Oscar Health Maintenance Organization of Florida,HMO,Gold,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
21525FL0010022,21525,FL,Oscar Health Maintenance Organization of Florida,HMO,Gold,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
21525FL0010023,21525,FL,Oscar Health Maintenance Organization of Florida,HMO,Gold,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
21525FL0020001,21525,FL,Oscar Health Maintenance Organization of Florida,HMO,Bronze,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
21525FL0020002,21525,FL,Oscar Health Maintenance Organization of Florida,HMO,Bronze,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
21525FL0020003,21525,FL,Oscar Health Maintenance Organization of Florida,HMO,Bronze,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
21525FL0020004,21525,FL,Oscar Health Maintenance Organization of Florida,HMO,Bronze,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
21525FL0020005,21525,FL,Oscar Health Maintenance Organization of Florida,HMO,Bronze,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
21525FL0020006,21525,FL,Oscar Health Maintenance Organization of Florida,HMO,Bronze,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
21525FL0020007,21525,FL,Oscar Health Maintenance Organization of Florida,HMO,Silver,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
21525FL0020008,21525,FL,Oscar Health Maintenance Organization of Florida,HMO,Silver,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
21525FL0020009,21525,FL,Oscar Health Maintenance Organization of Florida,HMO,Silver,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
21525FL0020010,21525,FL,Oscar Health Maintenance Organization of Florida,HMO,Silver,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
21525FL0020011,21525,FL,Oscar Health Maintenance Organization of Florida,HMO,Silver,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
21525FL0020012,21525,FL,Oscar Health Maintenance Organization of Florida,HMO,Silver,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
21525FL0020013,21525,FL,Oscar Health Maintenance Organization of Florida,HMO,Silver,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
21525FL0020015,21525,FL,Oscar Health Maintenance Organization of Florida,HMO,Gold,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
21525FL0020016,21525,FL,Oscar Health Maintenance Organization of Florida,HMO,Gold,FFE,Individual,0,12.824861459317102,6.25442154828083e-05,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
22013UT2630017,22013,UT,Regence BlueCross BlueShield of Utah,EPO,Silver,SPE,Individual,0,90.20752481172865,0.0157169598632855,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
22013UT2630019,22013,UT,Regence BlueCross BlueShield of Utah,EPO,Gold,SPE,Individual,0,112.76629909844095,0.0202805715805623,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
22013UT2650007,22013,UT,Regence BlueCross BlueShield of Utah,EPO,Bronze,SPE,Individual,0,68.09900384800932,0.0112444338279893,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
22013UT2650008,22013,UT,Regence BlueCross BlueShield of Utah,EPO,Bronze,SPE,Individual,0,58.40025344375808,0.0092823887972955,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
22013UT2650010,22013,UT,Regence BlueCross BlueShield of Utah,EPO,Gold,SPE,Individual,0,92.88725191812024,0.0162590652927031,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
22013UT2650011,22013,UT,Regence BlueCross BlueShield of Utah,EPO,Silver,SPE,Individual,0,61.05158163807306,0.0098187491624529,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
22013UT2650012,22013,UT,Regence BlueCross BlueShield of Utah,EPO,Bronze,SPE,Individual,0,66.89506347247539,0.0110008782014796,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
22013UT2680001,22013,UT,Regence BlueCross BlueShield of Utah,EPO,Bronze,SPE,Individual,0,24.385282150669028,0.0024012028080633,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
23552TN0020005,23552,TN,Oscar Insurance Company,EPO,Bronze,FFE,Individual,0,129.1873517391894,0.0236025299143306,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
23552TN0020006,23552,TN,Oscar Insurance Company,EPO,Silver,FFE,Individual,0,88.91859641639414,0.0154562112670665,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
23552TN0020011,23552,TN,Oscar Insurance Company,EPO,Catastrophic,FFE,Individual,0,53.47242376412903,0.0082854950396437,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
23552TN0020025,23552,TN,Oscar Insurance Company,EPO,Silver,FFE,Individual,0,59.0560117726913,0.0094150478839811,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
23552TN0020036,23552,TN,Oscar Insurance Company,EPO,Gold,FFE,Individual,0,64.32320929929384,0.0104805953310237,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
23552TN0020050,23552,TN,Oscar Insurance Company,EPO,Bronze,FFE,Individual,0,96.68564883316049,0.0170274762200005,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
23552TN0020052,23552,TN,Oscar Insurance Company,EPO,Silver,FFE,Individual,0,103.40565598949952,0.0183869252312403,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
23552TN0020053,23552,TN,Oscar Insurance Company,EPO,Gold,FFE,Individual,0,50.05313826557359,0.0075937778759539,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
23552TN0020055,23552,TN,Oscar Insurance Company,EPO,Silver,FFE,Individual,0,92.56494840451386,0.0161938636965295,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
23552TN0020056,23552,TN,Oscar Insurance Company,EPO,Silver,FFE,Individual,0,101.13939910486523,0.017928464308602,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
23552TN0020058,23552,TN,Oscar Insurance Company,EPO,Bronze,FFE,Individual,0,23.03875464168546,0.0021288019834647,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
23552TN0020059,23552,TN,Oscar Insurance Company,EPO,Bronze,FFE,Individual,0,23.03875464168546,0.0021288019834647,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
23552TN0020060,23552,TN,Oscar Insurance Company,EPO,Bronze,FFE,Individual,0,23.03875464168546,0.0021288019834647,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
23552TN0020063,23552,TN,Oscar Insurance Company,EPO,Silver,FFE,Individual,0,23.03875464168546,0.0021288019834647,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
23552TN0020064,23552,TN,Oscar Insurance Company,EPO,Silver,FFE,Individual,0,23.03875464168546,0.0021288019834647,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
23552TN0020068,23552,TN,Oscar Insurance Company,EPO,Bronze,FFE,Individual,0,23.03875464168546,0.0021288019834647,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
23552TN0020071,23552,TN,Oscar Insurance Company,EPO,Gold,FFE,Individual,0,23.03875464168546,0.0021288019834647,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
23603MT0380001,23603,MT,PacificSource Health Plans,EPO,Bronze,SPE,Individual,1,494.00997148801497,0.0974056878808547,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,2,"Bayesian, Rule",1,HIGH
23603MT0380002,23603,MT,PacificSource Health Plans,EPO,Bronze,SPE,Individual,1,494.00997148801497,0.0974056878808547,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,2,"Bayesian, Rule",1,HIGH
23603MT0380003,23603,MT,PacificSource Health Plans,EPO,Bronze,SPE,Individual,1,494.00997148801497,0.0974056878808547,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,2,"Bayesian, Rule",1,HIGH
23603MT0380004,23603,MT,PacificSource Health Plans,EPO,Silver,SPE,Individual,1,494.00997148801497,0.0974056878808547,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,2,"Bayesian, Rule",1,HIGH
23603MT0380005,23603,MT,PacificSource Health Plans,EPO,Silver,SPE,Individual,1,494.00997148801497,0.0974056878808547,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,2,"Bayesian, Rule",1,HIGH
23603MT0380006,23603,MT,PacificSource Health Plans,EPO,Silver,SPE,Individual,1,494.00997148801497,0.0974056878808547,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,2,"Bayesian, Rule",1,HIGH
23603MT0380008,23603,MT,PacificSource Health Plans,EPO,Gold,SPE,Individual,1,494.00997148801497,0.0974056878808547,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,2,"Bayesian, Rule",1,HIGH
23603MT0380009,23603,MT,PacificSource Health Plans,EPO,Gold,SPE,Individual,1,494.00997148801497,0.0974056878808547,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,2,"Bayesian, Rule",1,HIGH
25896IA0370002,25896,IA,"Wellmark Health Plan of Iowa, Inc.",HMO,Bronze,SPE,Individual,0,52.96184225998015,0.0081822050423529,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
25896IA0370003,25896,IA,"Wellmark Health Plan of Iowa, Inc.",HMO,Silver,SPE,Individual,0,56.42820995939852,0.0088834468761689,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
25896IA0370005,25896,IA,"Wellmark Health Plan of Iowa, Inc.",HMO,Bronze,SPE,Individual,0,34.941383049374735,0.004536688767443,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
25896IA0370006,25896,IA,"Wellmark Health Plan of Iowa, Inc.",HMO,Gold,SPE,Individual,0,107.58703126792103,0.0192328122006479,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
25896IA0370010,25896,IA,"Wellmark Health Plan of Iowa, Inc.",HMO,Silver,SPE,Individual,0,35.72121104154842,0.0046944469912415,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
25896IA0370011,25896,IA,"Wellmark Health Plan of Iowa, Inc.",HMO,Gold,SPE,Individual,0,31.429293005964965,0.0038261973608386,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
25896IA0370012,25896,IA,"Wellmark Health Plan of Iowa, Inc.",HMO,Bronze,SPE,Individual,0,37.23581446557673,0.0050008493624464,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
25896IA0370013,25896,IA,"Wellmark Health Plan of Iowa, Inc.",HMO,Silver,SPE,Individual,0,52.86633168628548,0.0081628833732012,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
25896IA0370014,25896,IA,"Wellmark Health Plan of Iowa, Inc.",HMO,Gold,SPE,Individual,0,79.20039583658141,0.013490231490275,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
25896IA0370015,25896,IA,"Wellmark Health Plan of Iowa, Inc.",HMO,Bronze,SPE,Individual,0,14.037855845633237,0.000307931457007,292.3326145502012,1,2,EXCESSIVE_IMPORTANT_MISSINGNESS;EXCESSIVE_SUPPRESSED_VALUES,At least 50% of important fields are missing;Record contains 10 or more suppressed or non-numeric values,MEDIUM,0,,,,,,1,Rule,1,MEDIUM
26065SC0380001,26065,SC,Blue Cross and Blue Shield of South Carolina,EPO,Gold,FFE,Individual,0,50.87042020394822,0.0077591129860482,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
26065SC0380013,26065,SC,Blue Cross and Blue Shield of South Carolina,EPO,Bronze,FFE,Individual,1,681.3671404153184,0.1353078079413449,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,1,Bayesian,1,MEDIUM
26065SC0380023,26065,SC,Blue Cross and Blue Shield of South Carolina,EPO,Silver,FFE,Individual,1,406.6957217566932,0.0797421247769937,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,1,Bayesian,1,MEDIUM
26065SC0380047,26065,SC,Blue Cross and Blue Shield of South Carolina,EPO,Bronze,FFE,Individual,1,585.7898301389242,0.1159726380628962,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,1,Bayesian,1,MEDIUM
26065SC0380048,26065,SC,Blue Cross and Blue Shield of South Carolina,EPO,Gold,FFE,Individual,0,42.166467675302975,0.0059983143166921,292.3326145502012,0,0,NONE,No rule violation detected,NONE,0,,,,,,0,None,0,LOW
